code,Company
ATYM.L,Atalaya Mining plc
ATY.L,Athelney Trust Ord
ATT.L,Allianz Technology Trust Ord
ATST.L,Alliance Trust Ord
ATSS.L,Artemis Alpha Trust plc
ATS.L,Artemis Alpha Trust Ord
ATR.L,Asian Total Return Investment Company
ATQT.L,ATTRAQT Group PLC
ATMA.L,Atlas Mara Limited
ATK.L,WS Atkins plc
ATI.L,Amati VCT Ord
ATC.L,Atlantic Coal plc
ATAD.L,PJSC Tatneft
AT2.L,Amati VCT 2 plc
ASY.L,Andrews Sykes Group plc
ASTO.L,AssetCo plc
AST.L,Ascent Resources plc
ASPL.L,Aseana Properties Limited
ASL.L,Aberforth Smaller Companies Ord
ASHM.L,Ashmore Group PLC
ASH.L,Ashley House PLC
ASCL.L,Ascential plc
ASCH.L,Aberdeen Smaller Companies Inc Ord
ASCD.L,Asia Cement Corporation
ASC.L,ASOS Plc
ASBE.L,Associated British Engineering plc
ASA.L,Asa Resource Group Plc
ARW.L,Arrow Global Group PLC
ARTA.L,Artilium plc
ARS.L,Asiamet Resources Limited
ARO.L,Arricano Real Estate Plc
ARM.L,ARM Holdings plc
ARL.L,Atlantis Resources Limited
ARGP.L,Alpha Returns Group Plc
ARGO.L,Argo Group Limited
ARG.L,Argos Resources Limited
ARDN.L,Arden Partners plc
ARC.L,Arcontech Group Plc
ARBB.L,Arbuthnot Banking Group PLC
AQP.L,Aquarius Platinum Limited
APT.L,Axa Property Trust
APR.L,APR.L
APH.L,Alliance Pharma plc
APGN.L,Applegreen Plc
APF.L,Anglo Pacific Group plc
APEF.L,Aberdeen Private Equity Fund Limited
APC.L,APC Technology Group plc
APAX.L,Apax Global Alpha Limited
AOR.L,AorTech International plc
AOMD.L,Public Joint Stock Company Mosenergo
AOFC.L,Africa Opportunity Fund Limited
AOF.L,Africa Opportunity Fund Limited
AO.L,AO World plc
ANW.L,Aberdeen New Thai Ord
ANTO.L,Antofagasta plc
ANR.L,Altona Energy Plc
ANP.L,Anpario plc
ANH.L,Mediclinic International plc
ANCR.L,Animalcare Group plc
ANA.L,ANA Holdings Inc.
AN.L,Alternative Networks Plc
AMS.L,Advanced Medical Solutions Group plc
AMR.L,OneView Group plc
AMPH.L,Aggregated Micro Power Holdings plc
AMP.L,Amphion Innovations Plc
AMO.L,Amino Technologies plc
AML.L,Amlin plc
AMFW.L,Amec Foster Wheeler plc
AMER.L,Amerisur Resources PLC
AMED.L,Amedeo Resources Plc
AMC.L,Amur Minerals Corporation
AMBR.L,Ambrian Plc
AMA.L,AMA.L
ALY.L,Laura Ashley Holdings plc
ALU.L,The Alumasc Group plc
ALT.L,Altitude Group plc
ALPH.L,Alpha Pyrenees Trust Limited
ALO.L,Alecto Minerals plc
ALM.L,Allied Minds plc
ALLG.L,All Leisure Group Plc
ALF.L,Alternative Liquidity Fund Limited
ALD.L,Aldermore Group PLC
ALBH.L,Aluminium Bahrain B.S.C.
ALBA.L,Alba Mineral Resources PLC
ALAI.L,Aberdeen Latin American Income Fund Limited
AKRN.L,Public Joint Stock Company Acron
AKR.L,"Akers Biosciences, Inc."
AJIT.L,Aberdeen Japan Investment Trust PLC
AJG.L,ATLANTIS JAPAN GROWTH FUND LD O
AIR.L,Air Partner plc
AIFZ.L,Acorn Income Fund Limited
AIF.L,Acorn Income Fund Limited
AIEA.L,AIREA plc
AIA.L,Altin AG
AHT.L,Ashtead Group plc
AHCG.L,Action Hotels plc
AGY.L,Allergy Therapeutics plc
AGTA.L,Agriterra Limited
AGRO.L,Ros Agro PLC
AGR.L,Assura Plc
AGQ.L,Arian Silver Corporation
AGP.L,Asian Growth Properties Limited
AGOU.L,Ashmore Global Opportunities Ltd
AGOL.L,Ashmore Global Opportunities Ltd
AGM.L,Applied Graphene Materials plc
AGL.L,ANGLE Plc
AGK.L,Aggreko plc
AGIT.L,Aberforth Geared Income Ord/Inc
AFS.L,Amiad Water Systems Ltd
AFRK.L,Afarak Group Oyj
AFRI.L,AfriAg plc
AFRB.L,AFI Development PLC
AFPO.L,African Potash Limited
AFN.L,ADVFN plc
AFMF.L,Aberdeen Frontier Markets Investment Company Limited
AFID.L,AFI Development PLC
AFHP.L,AFH Financial Group Plc
AFG.L,Aquatic Foods Group plc
AFC.L,AFC Energy PLC
AEY.L,Antrim Energy Inc.
AEX.L,Aminex plc
AEWU.L,AEW UK REIT plc
AERO.L,Strat Aero Plc
AEP.L,Anglo-Eastern Plantations Plc
AEO.L,Aeorema Communications Plc
AEN.L,Andes Energia PLC
AEG.L,Active Energy Group PLC
AEC.L,Malvern International plc
ADT.L,AdEPT Telecom plc
ADSS.L,ATLAS AFRICAN INDUSTRIES LIMITE
ADN.L,Aberdeen Asset Management PLC
ADM.L,Admiral Group plc
ADL.L,Andalas Energy and Power PLC
ADGO.L,Albert Technologies Ltd.
ADAM.L,Adamas Finance Asia Limited
ADA.L,Adams Plc
ACT.L,Actual Experience plc
ACSO.L,accesso Technology Group plc
ACP.L,Armadale Capital Plc
ACO.L,Acorn Growth plc
ACL.L,Acal plc
ACID.L,Acer Incorporated
ACHP.L,Asia Ceramics Holdings PLC
ACHL.L,Asian Citrus Holdings Limited
ACE.L,Auhua Clean Energy Plc
ACD.L,Acencia Debt Strategies Limited
ACC.L,Access Intelligence plc
ACA.L,Acacia Mining plc
ABZA.L,Abzena plc
ABTU.L,"AquaBounty Technologies, Inc."
ABT.L,Abbott Laboratories
ABF.L,Associated British Foods plc
ABDP.L,AB Dynamics Plc
ABD.L,Aberdeen New Dawn Ord
ABC.L,Abcam Plc
ABBY.L,Abbey plc
AAZ.L,Anglo Asian Mining PLC
AAVC.L,Albion Venture Capital Trust PLC
AAU.L,Ariana Resources plc
AATG.L,Albion Technology & Gen VCT Ord
AAS.L,Aberdeen Asian Smaller Companies Investment Trust PLC
AAM.L,Artemis VCT plc
AAL.L,Anglo American plc
AAIF.L,Aberdeen Asian Income Fund Limited
AAI.L,Atlas African Industries Limited
AAEV.L,Albion Enterprise VCT Ord
AADV.L,Albion Development VCT Ord
AAAP.L,Anglo African Agriculture PLC
AAA.L,All Asia Asset Capital Limited
AA4.L,Amedeo Air Four Plus Limited Fund
AA.L,AA plc
98KI.L,YAPI VE KREDI BANKASI A.S. GDR
90ID.L,The Royal Bank of Scotland Group plc
89VS.L,X5 Retail Group N.V.
88E.L,88 Energy Limited
87UC.L,The Royal Bank of Scotland Group plc
87FZ.L,AECI Ltd
80GM.L,Global Ports Investments PLC
78QZ.L,ALUMINIUM BAHRAIN B.S.C. GDR (E
66XD.L,Edita Food Industries Company (S.A.E)
62UL.L,Ros Agro PLC
59PQ.L,The Royal Bank of Scotland Group plc
58GZ.L,Standard Chartered PLC
55BC.L,THE COMMERCIAL BANK OF QATAR (Q
51FL.L,Societatea Energetica Electrica S.A.
50GP.L,Croda International plc
49GP.L,Croda International plc
44RS.L,Santander UK Group Holdings plc
44GL.L,The Brunner Investment Trust PLC
40SI.L,BCP Finance Company
40JP.L,CAIXA GERAL FINANCE LIMITED PER
3IN.L,3i Infrastructure plc
3DR.L,3DR.L
39IB.L,LG Electronics Inc.
37QB.L,JSC HALYK BANK GDR (EACH REPR 4
37OC.L,"Oil and Gas Development Co., Ltd."
37NY.L,TBC BANK JOINT STOCK COMPANY GD
36GK.L,JSC VTB Bank
365.L,365 Agile Group plc
33KE.L,JSC KAZKOMMERTSBANK GDR (EACH R
32QX.L,TELECOM EGYPT S.A.E. GDS(EACH R
22406.L,22406.L
17GK.L,Public Joint Stock Company MegaFon
0REH.L,Frontline Ltd.
0RE4.L,"Liberbank, S.A."
0RDX.L,Amundi Group
0RDM.L,ABN AMRO Group N.V.
0RD7.L,Scandic Hotels Group AB
0RD6.L,Skandiabanken ASA
0RCY.L,Attendo AB (publ)
0RCS.L,Alpha Bank A.E.
0RCP.L,Eurobank Ergasias S.A.
0RCO.L,Dometic Group AB (publ)
0RCG.L,Hapag-Lloyd Aktiengesellschaft
0RC9.L,Hornbach Holding AG & Co. KGaA
0RC6.L,"Pharma Mar, S.A."
0RBW.L,Bravida Holding AB (publ)
0RBM.L,CHORUS Clean Energy AG
0RBK.L,Schaeffler AG
0RBI.L,CLX Communications AB (publ)
0RB9.L,Stallergenes Greer Plc
0RB8.L,Scout24 AG
0RB7.L,Lagercrantz Group AB (publ)
0RB3.L,DFDS A/S
0RB2.L,TORM A/S
0RAR.L,STRATEC Biomedical AG
0RAN.L,Altice N.V.
0RAL.L,Altice N.V.
0RAI.L,Europris ASA
0RAE.L,Amoéba S.A.
0RA8.L,Elis SA
0RA1.L,ADO Properties S.A.
0R9X.L,Gränges AB (publ)
0R9K.L,Deutsche Pfandbriefbank AG
0R9I.L,Schibsted ASA
0R9C.L,"Cellnex Telecom, S.A."
0R97.L,Grenke AG
0R8W.L,Alimak Group AB (publ)
0R8V.L,Oriflame Holding AG
0R8U.L,Pandox AB (publ)
0R8T.L,Collector AB
0R8R.L,Nordax Group AB (publ)
0R8Q.L,Coor Service Management Holding AB (publ)
0R8P.L,Siltronic AG
0R8O.L,Nobina AB
0R8I.L,Massimo Zanetti Beverage Group S.p.A.
0R88.L,Sixt Leasing SE
0R87.L,ASSA ABLOY AB (publ)
0R86.L,INVISIO Communications AB (publ.)
0R84.L,Bilia AB
0R82.L,Atlas Copco AB
0R81.L,ATLAS COPCO AB ATLAS COPCO SERI
0R80.L,D. Carnegie & Co AB (publ)
0R7X.L,Betsson AB
0R7S.L,Svenska Handelsbanken AB (publ)
0R7R.L,Svenska Handelsbanken AB (publ)
0R7Q.L,Hemfosa Fastigheter AB (publ)
0R7P.L,Banca Monte dei Paschi di Siena S.p.A.
0R7O.L,Hexpol AB (Publ)
0R7E.L,windeln.de SE
0R78.L,Tryg A/S
0R77.L,NetEnt AB (publ)
0R72.L,Biocartis Group NV
0R6Z.L,Royal Unibrew A/S
0R6W.L,Tobii AB (publ)
0R6U.L,4SC AG
0R6R.L,Axfood AB
0R6E.L,Lucas Bols N.V.
0R6B.L,Asiakastieto Group Oyj
0R5Z.L,NNIT A/S
0R5W.L,Dustin Group AB (publ)
0R5G.L,Sunrise Communications Group AG
0R55.L,Bone Therapeutics SA
0R53.L,Eltel AB (publ)
0R51.L,"Saeta Yield, S.A."
0R50.L,Tele Columbus AG
0R4Y.L,"Aena, S.A."
0R4V.L,RenoNorden ASA
0R4P.L,Lifco AB
0R4L.L,Ambu A/S
0R4H.L,Aurora LPG Holding ASA
0R4G.L,Klövern AB (publ)
0R42.L,Bank of Cyprus Holdings Public Limited Company
0R3Y.L,Entra ASA
0R3W.L,Thule Group AB
0R3T.L,UBS Group AG
0R3R.L,Aedes SIIQ S.p.A.
0R3P.L,XXL ASA
0R3N.L,TLG Immobilien AG
0R3M.L,Probiodrug AG
0R3I.L,Scatec Solar ASA
0R2V.L,Apple Inc.
0QXP.L,Aker Solutions
0QXN.L,Zalando SE
0QXM.L,Inwido AB
0QX7.L,Energa SA
0QWV.L,Cxense ASA
0QWK.L,NEXT Biometrics Group ASA
0QWI.L,"Industria de Diseño Textil, S.A."
0QWD.L,African Petroleum Corporation Limited
0QWC.L,ams AG
0QWA.L,"Compañía de Distribución Integral Logista Holdings, S.A."
0QW9.L,FACC AG
0QVY.L,"Axiare Patrimonio Socimi, S.A."
0QVR.L,Scandi Standard AB (publ)
0QVP.L,Elior Group
0QVL.L,Africa Oil Corp
0QVD.L,Braas Monier Building Group S.A.
0QV5.L,Cerved Information Solutions S.p.A.
0QV0.L,Com Hem Holding AB (publ)
0QUW.L,MyHammer Holding AG
0QUU.L,ÅF AB (publ)
0QUT.L,Episurf Medical AB
0QUI.L,Lucara Diamond Corp.
0QUC.L,SLM Solutions Group AG
0QUB.L,Itab Shop Concept AB
0QTZ.L,"Applus Services, S.A."
0QTX.L,Avance Gas Holding Limited
0QTP.L,BUWOG AG
0QTI.L,Anima Holding S.p.A
0QSW.L,Infosys Limited
0QSH.L,Fnac Darty SA
0QSD.L,Recipharm AB (publ)
0QS9.L,"eDreams ODIGEO, S.A."
0QS1.L,Caixa Económica Montepio Geral
0QRT.L,"Hispania Activos Inmobiliarios SOCIMI, S.A."
0QRS.L,ISS A/S
0QRA.L,Bufab AB (publ)
0QR4.L,Nestlé S.A.
0QQY.L,Mobimo Holding AG
0QQR.L,Gurit Holding AG
0QQD.L,"Zimmer Biomet Holdings, Inc."
0QQ8.L,Gold Fields Limited
0QQ7.L,Meyer Burger Technology AG
0QQ6.L,Roche Holding AG
0QQ2.L,Geberit AG
0QPY.L,Sonova Holding AG
0QPP.L,gategroup Holding AG
0QPJ.L,Cembra Money Bank AG
0QP5.L,Credit Suisse Group AG
0QP4.L,Georg Fischer AG
0QP2.L,Zurich Insurance Group AG
0QP1.L,Chocoladefabriken Lindt & Sprüngli AG
0QOS.L,"Pepsico, Inc."
0QOR.L,Pargesa Holding SA
0QOQ.L,Partners Group Holding AG
0QOP.L,Syngenta AG
0QON.L,Ascom Holding AG
0QOL.L,Kardex AG
0QOK.L,Roche Holding AG
0QOG.L,Swiss Prime Site AG
0QOA.L,Temenos Group AG
0QO8.L,PSP Swiss Property AG
0QO7.L,Barry Callebaut AG
0QO6.L,Julius Baer Group Ltd.
0QO3.L,OC Oerlikon Corporation AG
0QO1.L,Schindler Holding AG
0QNM.L,Adecco Group AG
0QNG.L,Jungfraubahn Holding AG
0QNE.L,Leonteq AG
0QNA.L,Basilea Pharmaceutica AG
0QN3.L,GAM Holding AG
0QN1.L,Santhera Pharmaceuticals Holding AG
0QMW.L,Kuehne + Nagel International AG
0QMV.L,Straumann Holding AG
0QMT.L,Myriad Group AG
0QMO.L,Micronas Semiconductor Holding AG
0QMN.L,Actelion Ltd
0QMG.L,Swiss Life Holding AG
0QMD.L,Accu Holding AG
0QMA.L,Sika AG
0QM5.L,Emmi AG
0QM4.L,The Swatch Group AG
0QLR.L,Novartis AG
0QL3.L,Baker Hughes Incorporated
0QKM.L,Vifor Pharma AG
0QKI.L,Swisscom AG
0QKD.L,Forbo Holding AG
0QKA.L,Rieter Holding AG
0QK5.L,INFICON Holding AG
0QK3.L,Dufry AG
0QJX.L,EFG International AG
0QJV.L,The Swatch Group AG
0QJS.L,Clariant AG
0QJQ.L,ZEAL Network SE
0QJC.L,SolarWorld Aktiengesellschaft
0QJA.L,Arcam AB (publ)
0QJ4.L,Napatech A/S
0QIX.L,BW LPG Limited
0QIU.L,Novo Nordisk A/S
0QIQ.L,F.I.L.A. - Fabbrica Italiana Lapis ed Affini S.p.A.
0QIM.L,"CTT - Correios De Portugal, S.A."
0QIG.L,Axactor AB (publ)
0QIA.L,Platzer Fastigheter Holding AB (publ)
0QI7.L,Addtech AB (publ.)
0QI2.L,VIOHALCO S.A.
0QI0.L,PKP Cargo S.A.
0QHX.L,Odfjell Drilling Ltd.
0QGU.L,CNH Industrial N.V.
0QGK.L,WCM Beteiligungs- und Grundbesitz-AG
0QGJ.L,MediGene AG
0QGG.L,DIC Asset AG
0QG5.L,Ocean Yield AS
0QFU.L,KION GROUP AG
0QFT.L,Vonovia SE
0QFR.L,OSRAM Licht AG
0QFP.L,Richter Gedeon Vegyészeti Gyár Nyilvánosan Muködo Rt.
0QFK.L,Celyad SA
0QFH.L,Opus Group AB (publ)
0QFA.L,MATAS A/S
0QF5.L,bpost SA/NV
0QEO.L,RORENTO NV RORENTO DH EUR
0QEN.L,RNB Retail and Brands AB (publ)
0QEK.L,SimCorp A/S
0QE6.L,Tele2 AB (publ)
0QDX.L,AB Sagax
0QDS.L,Evonik Industries AG
0QD0.L,"Abengoa, S.A."
0QCV.L,AbbVie Inc.
0QCQ.L,Topdanmark A/S
0QC9.L,LEG Immobilien AG
0QBO.L,Coloplast A/S
0QBM.L,Alior Bank S.A.
0QB8.L,ASML Holding N.V.
0QB7.L,Borregaard ASA
0QAL.L,Telefónica Deutschland Holding AG
0QAJ.L,DBV Technologies S.A.
0QAI.L,Adocia SA
0QA8.L,Talanx Aktiengesellschaft
0QA0.L,Getin Noble Bank S.A.
0Q9M.L,Econocom Group SA/NV
0Q9C.L,R. Stahl AG
0Q99.L,ageas SA/NV
0Q92.L,Selvaag Bolig ASA
0Q8Q.L,Lotto24 AG
0Q8M.L,UnipolSai Assicurazioni S.p.A.
0Q8G.L,Seamless Distribution AB (publ)
0Q8F.L,Hugo Boss AG
0Q7S.L,BRUNELLO CUCINELLI S.p.A.
0Q78.L,Fastighets AB Balder (publ)
0Q77.L,AB Science S.A.
0Q4U.L,Novozymes A/S
0Q4C.L,Gesco AG
0Q45.L,Jastrzebska Spólka Weglowa Spólka Akcyjna
0Q3Y.L,KRUK Spólka Akcyjna
0Q3C.L,SÜSS MicroTec SE
0Q2T.L,Höegh LNG Holdings Ltd.
0Q2S.L,Kværner ASA
0Q2N.L,K+S Aktiengesellschaft
0Q2K.L,Awilco Drilling Plc
0Q2F.L,"Distribuidora Internacional de Alimentación, S.A."
0Q1G.L,Eli Lilly and Company
0Q0Y.L,AEGON N.V.
0P6Z.L,ANF Immobilier
0P6S.L,Bayer Aktiengesellschaft
0P6O.L,Volkswagen Aktiengesellschaft
0P6N.L,Volkswagen Aktiengesellschaft
0P6M.L,Siemens Aktiengesellschaft
0P5L.L,Axway Software SA
0P5F.L,SHW AG
0P4X.L,Concentric AB (publ)
0P4C.L,Accell Group N.V.
0P49.L,Bulten AB (publ)
0P3N.L,Norway Royal Salmon AS
0P3F.L,GSW Immobilien AG
0P2W.L,"Amadeus IT Group, S.A."
0P2J.L,Ascencio SCA
0P2A.L,Gielda Papierów Wartosciowych w Warszawie S.A.
0P0T.L,Wilh. Wilhelmsen Holding ASA
0P0C.L,RIB Software SE
0OR4.L,XING AG
0OQX.L,Grammer Aktiengesellschaft
0OQJ.L,NV Bekaert SA
0OPJ.L,ABC Arbitrage SA
0OPB.L,Celesio AG
0OPA.L,Villeroy & Boch AG
0OP0.L,DMG Mori Aktiengesellschaft
0ON7.L,D'Ieteren SA
0OMV.L,STENTYS Société anonyme
0OMB.L,Società Cattolica di Assicurazione - Società Cooperativa
0OM4.L,STADA Arzneimittel Aktiengesellschaft
0OLN.L,Dialog Semiconductor Plc
0OLJ.L,Brembo S.p.A.
0OLG.L,BAUER Aktiengesellschaft
0OLF.L,Aperam
0OLD.L,Adidas AG
0OKS.L,Fondul Proprietatea SA
0OKR.L,Hellenic Exchanges - Athens Stock Exchange SA
0OK7.L,Akka Technologies
0OJX.L,Terna Energy Societe Anonyme Commercial Technical Company S.A.
0OJC.L,Gjensidige Forsikring ASA
0OJA.L,FLSmidth & Co. A/S
0OIU.L,Arctic Paper S.A.
0OIR.L,ALK-Abelló A/S
0OIQ.L,"Acerinox, S.A."
0OII.L,Zaklady Azotowe Pulawy Spolka Akcyjna
0OI0.L,Archos S.A.
0OHY.L,Aegean Airlines S.A.
0OHL.L,O2 Czech Republic a.s.
0OGQ.L,AmRest Holdings SE
0OG4.L,Affine R.E.
0OFU.L,"Sacyr, S.A."
0OFR.L,Polskie Górnictwo Naftowe i Gazownictwo S.A.
0OFP.L,NCC AB
0OFO.L,NCC AB
0OF7.L,"EDP - Energias de Portugal, S.A."
0OF3.L,Beni Stabili SIIQ S.p.A.
0OCD.L,Medistim ASA
0OC2.L,Heidelberger Druckmaschinen Aktiengesellschaft
0OBQ.L,Deutsche Wohnen SE
0OBK.L,bioMérieux S.A.
0OAW.L,Marine Harvest ASA
0OAE.L,Proffice AB (Publ)
0OA9.L,Nolato AB (publ)
0OA7.L,Assystem SA
0O9Q.L,alstria office REIT-AG
0O9C.L,Compagnie du Bois Sauvage SA
0O9B.L,"Almirall, S.A."
0O93.L,Haldex AB (publ)
0O8X.L,Wirecard AG
0O8G.L,MDxHealth SA
0O8D.L,KGHM Polska Miedz Spólka Akcyjna
0O87.L,Telefonaktiebolaget LM Ericsson (publ)
0O84.L,DNB ASA
0O7J.L,"Corticeira Amorim, S.G.P.S., S.A."
0O7D.L,Yara International ASA
0O7A.L,Metsä Board Oyj
0O77.L,A.P. Møller - Mærsk A/S
0O76.L,A.P. Møller - Mærsk A/S
0O6Z.L,Qliro Group AB (publ)
0O6E.L,Naturex S.A.
0O6D.L,"Miquel y Costas & Miquel, S.A."
0O5V.L,Banco di Desio e della Brianza S.p.A.
0O5H.L,Elekta AB (publ)
0O5C.L,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft
0O3W.L,Gyldendal A/S
0O33.L,Oeneo SA
0O2V.L,CGG
0O2T.L,Compagnie d'Entreprises CFE SA
0O2G.L,H&R GmbH & Co. KGaA
0O27.L,Dr. Hönle AG
0O1Z.L,Anheuser-Busch InBev SA/NV
0O1W.L,SAS AB (publ)
0O1S.L,Alten SA
0O1R.L,Fraport AG
0O1C.L,ThyssenKrupp AG
0O14.L,Merck Kommanditgesellschaft auf Aktien
0O0V.L,Bayerische Motoren Werke Aktiengesellschaft
0O0U.L,Bayerische Motoren Werke Aktiengesellschaft
0O0N.L,Aktieselskabet Schouw & Co.
0O0J.L,LEONI AG
0O0E.L,BigBen Interactive
0O05.L,Schoeller-Bleckmann Oilfield Equipment Aktiengesellschaft
0NZY.L,Eckert & Ziegler Strahlen- und Medizintechnik AG
0NZV.L,Allgeier SE
0NZU.L,Zealand Pharma A/S
0NZT.L,UCB SA
0NZR.L,Solvay SA
0NZF.L,"CEZ, a. s."
0NZ7.L,Mayr-Melnhof Karton AG
0NYZ.L,Bertrandt Aktiengesellschaft
0NYK.L,Immobiliare Grande Distribuzione Società di Investimento Immobiliare Quotata S.p.A.
0NYH.L,"Ebro Foods, S.A."
0NXX.L,Daimler AG
0NXR.L,Raiffeisen Bank International AG
0NX3.L,ASM International NV
0NX2.L,ABB Ltd
0NX1.L,Aalberts Industries N.V.
0NX0.L,Trigano S.A.
0NWX.L,SKF AB
0NWW.L,SKF AB
0NWV.L,Schneider Electric S.E.
0NWR.L,Banca Popolare di Milano Scarl
0NWJ.L,Banca Popolare di Sondrio S.C.p.A.
0NWF.L,"Air Liquide, société anonyme"
0NWD.L,"Abertis Infraestructuras, S.A."
0NW8.L,Sixt SE
0NVR.L,Buzzi Unicem SpA
0NVQ.L,Buzzi Unicem SpA
0NVD.L,Electrawinds SE
0NVC.L,Danske Bank A/S
0NV9.L,BW Offshore Limited
0NV5.L,UPM-Kymmene Oyj
0NV2.L,Axel Springer SE
0NUK.L,Avanza Bank Holding AB (publ)
0NUI.L,"Abengoa, S.A."
0NTU.L,Elia System Operator SA
0NTM.L,Österreichische Post AG
0NTI.L,Gerresheimer AG
0NSI.L,Umicore S.A.
0NSF.L,ArcelorMittal
0NS1.L,Grupa Azoty Spólka Akcyjna
0NRG.L,Bilfinger SE
0NRE.L,Enel SpA
0NR7.L,"Zardoya Otis, S.A."
0NR6.L,Zodiac Aerospace
0NR4.L,Wacker Chemie AG
0NR1.L,VERBUND AG
0NQZ.L,Titan Cement Company S.A.
0NQM.L,VINCI SA
0NQH.L,Rhön-Klinikum Aktiengesellschaft
0NQG.L,"Repsol, S.A."
0NQC.L,Pandora A/S
0NPT.L,Eiffage SA
0NPP.L,Koninklijke DSM N.V.
0NPL.L,Christian Dior SE
0NPJ.L,Columbus A/S
0NP9.L,Aixtron SE
0NP8.L,Aéroports de Paris SA
0NOL.L,ADVA Optical Networking SE
0NO3.L,Zetes Industries SA
0NO0.L,Storebrand ASA
0NNU.L,N.V. Nederlandsche Apparatenfabriek Nedap
0NNR.L,Lundin Petroleum AB (publ)
0NNF.L,Alfa Laval AB (publ)
0NNC.L,Zignago Vetro S.p.A.
0NMU.L,Wolters Kluwer N.V.
0NMK.L,Vestas Wind Systems A/S
0NMI.L,VTG Aktiengesellschaft
0NM8.L,Vittoria Assicurazioni S.p.A.
0NL3.L,Trelleborg AB
0NKL.L,Telekom Austria Aktiengesellschaft
0NKH.L,Syzygy AG
0NK9.L,Ansaldo STS S.p.A.
0NK7.L,Sartorius Stedim Biotech S.A.
0NJS.L,Software Aktiengesellschaft
0NJO.L,Singulus Technologies AG
0NJK.L,Schaltbau Holding AG
0NJB.L,SNP Schneider-Neureither & Partner AG
0NIR.L,Sartorius Aktiengesellschaft
0NIQ.L,Sartorius Aktiengesellschaft
0NIF.L,SMA Solar Technology AG
0NI1.L,Rheinmetall AG
0NHV.L,Recticel NV/SA
0NFG.L,Paragon AG
0NF8.L,Credito Valtellinese Società Cooperativa
0NF3.L,Paion AG
0NEZ.L,Santa Fe Group A/S
0NEX.L,ORPEA Société Anonyme
0NES.L,Oriola Oyj
0NEM.L,Nyrstar NV
0NDX.L,MQ Holding AB
0NDV.L,Morphosys AG
0NDP.L,MLP AG
0NDA.L,Manitou BF SA
0ND5.L,H. Lundbeck A/S
0NCV.L,Lenzing Aktiengesellschaft
0NCQ.L,Investment AB Latour (publ)
0NC6.L,Investor AB
0NC5.L,Investor AB
0NBT.L,Capital Stage AG
0NBO.L,Holmen Aktiebolag (publ)
0NBI.L,Hamburger Hafen und Logistik Aktiengesellschaft
0NB9.L,ICA Gruppen AB
0N9Z.L,EVS Broadcast Equipment S.A.
0N9V.L,Esso S.A.F.
0N9S.L,Eni S.p.A.
0N9I.L,EL.EN. SocietÃ per Azioni
0N8R.L,Digital Bros S.p.A.
0N8F.L,CEWE Stiftung & Co. KGaA
0N7X.L,Cloetta AB (publ)
0N7Q.L,Cegid Group SA
0N7O.L,comdirect bank Aktiengesellschaft
0N7N.L,Compagnie des Alpes SA
0N7D.L,Bure Equity AB
0N75.L,Bonduelle SA
0N73.L,"Bolsas y Mercados Españoles, Sociedad Holding de Mercados y Sistemas Financieros, S.A."
0N70.L,Biotest Aktiengesellschaft
0N6Z.L,Biotest Aktiengesellschaft
0N6Y.L,BinckBank N.V.
0N6M.L,Clere AG
0N6K.L,Claranova S.A.
0N6B.L,ARCADIS NV
0N61.L,Amplifon SpA
0N5Z.L,Altamir SCA
0N5H.L,ADLER Real Estate Aktiengesellschaft
0N5E.L,Acando AB (publ.)
0N5A.L,AAP Implantate AG
0N4I.L,Danieli & C. Officine Meccaniche S.p.A.
0N31.L,Nordea Bank AB (publ)
0N2Z.L,Vossloh AG
0N2X.L,TAURON Polska Energia S.A.
0N2Q.L,Bijou Brigitte modische Accessoires Aktiengesellschaft
0N2C.L,Comm.VA Wereldhave Belgium SCA
0N0B.L,Wallenius Wilhelmsen Logistics ASA
0N08.L,Panoro Energy ASA
0MZX.L,Vienna Insurance Group AG
0MYZ.L,Ströer SE & Co. KGaA
0MYY.L,Powszechny Zaklad Ubezpieczen Spólka Akcyjna
0MWK.L,Lindab International AB
0MWH.L,Beijer Ref AB (publ)
0MW2.L,Stockmann Oyj ABP
0MV4.L,Philip Morris CR a.s.
0MV2.L,freenet AG
0MUM.L,Edenred SA
0MUF.L,CENIT Aktiengesellschaft
0MU8.L,"Jubii Europe, N.V."
0MU2.L,Warehouses De Pauw Comm. VA
0MTP.L,Idex ASA
0MTD.L,Swedish Orphan Biovitrum AB
0MT8.L,Dragerwerk AG & Co. KGaA
0MSJ.L,TGS-NOPEC Geophysical Company ASA
0MSG.L,Solon Eiendom ASA
0MSD.L,CompuGroup Medical Societas Europaea
0MRM.L,Bang & Olufsen a/s
0MR6.L,Chr. Hansen Holding A/S
0MR5.L,CellaVision AB (publ)
0MR4.L,Byggmax Group AB (publ)
0MQG.L,Mycronic AB (publ)
0MPT.L,Brenntag AG
0MPM.L,Ceconomy AG
0MPJ.L,GEA Group Aktiengesellschaft
0MPH.L,Deutsche Telekom AG
0MOP.L,TDC A/S
0MNQ.L,Cyfrowy Polsat S.A.
0MNP.L,Boryszew S.A.
0MMZ.L,Lubelski Wegiel Bogdanka S.A.
0MMJ.L,Tom Tailor Holding AG
0MMD.L,Joyou AG
0ML1.L,"EDP Renováveis, S.A."
0MKZ.L,Wienerberger AG
0MKX.L,Voestalpine AG
